acc_score,loss_score
61.26923024420874,1.7957819469590184
82.10546432422841,0.717446159540911
86.3234912704588,0.4041718904956591
87.5752487816864,0.2979524844734425
88.9266554731971,0.2367065738797398
89.56277215829203,0.1947470703454765
89.7552452325375,0.16410854992908575
90.67119865678366,0.1402518347093164
90.94011493782165,0.1214810115746305
91.30595028461444,0.10616953734030643
91.66496034508647,0.09603774461194436
91.95708259961505,0.08551953353015386
92.21507842253983,0.07736173931166693
92.40072621046453,0.06732769543934199
92.6587220333893,0.06367415463087635
92.83481442046494,0.05813850881573206
93.04503323914439,0.05160434311273909
93.16106310659733,0.04941514036745405
93.29756883301255,0.04335919045807494
93.47366122008819,0.04097432807326856
