weight_size_before_noise_encryption,weight_size_after_noise_encryption,weight_size_decryption
5150800,5150800,40
5150800,5150800,40
5150800,5150800,40
5150800,5150800,40
5150800,5150800,40
5150800,5150800,40
5150800,5150800,40
5150800,5150800,40
5150800,5150800,40
5150800,5150800,40
5150800,5150800,40
5150800,5150800,40
5150800,5150800,40
5150800,5150800,40
5150800,5150800,40
5150800,5150800,40
5150800,5150800,40
5150800,5150800,40
5150800,5150800,40
5150800,5150800,40
