pow_time,route_generation_time,noise_calc_time,training_times,key_generation_time,encryption_times,decryption_times,aggregation_times,update_times,epoch_times,total_time
0.3532695770263672,0.04102516174316406,0.03400421142578125,11.709030946095785,0.42308735847473145,4.477280934651692,1.049422025680542,0.1593532164891561,0.0010035037994384766,30.949891805648804,616.5070300102234
0.43831729888916016,0.027962923049926758,0.03374147415161133,12.091416557629904,0.42510080337524414,4.535666465759277,1.0442442893981934,0.21954786777496338,0.0,30.817811965942383,616.5070300102234
0.8621847629547119,0.026009321212768555,0.03600454330444336,11.816755851109823,0.41666531562805176,4.616903821627299,1.0404064655303955,0.06484782695770264,0.0,31.25424337387085,616.5070300102234
0.3876950740814209,0.0270082950592041,0.047551631927490234,11.569072087605795,0.41109609603881836,5.255950490633647,1.0442237854003906,0.06401586532592773,0.0010001659393310547,30.559187650680542,616.5070300102234
0.5357673168182373,0.03900909423828125,0.03395271301269531,11.561543067296347,0.4170973300933838,5.220434149106343,1.0362424850463867,0.06268119812011719,0.0010094642639160156,30.560630083084106,616.5070300102234
0.5101213455200195,0.030980825424194336,0.03966355323791504,10.944217522939047,0.4190993309020996,6.637890060742696,1.062248706817627,0.05834571520487467,0.0009999275207519531,30.8341121673584,616.5070300102234
0.22505474090576172,0.02801680564880371,0.032517194747924805,11.866603096326193,0.41609692573547363,5.595122218132019,1.0462450981140137,0.13693471749623617,0.0010008811950683594,30.581422090530396,616.5070300102234
0.4661061763763428,0.012137413024902344,0.043540000915527344,11.943629344304403,0.41609787940979004,4.421990315119426,1.0252406597137451,0.10402647654215495,0.0,31.223556518554688,616.5070300102234
0.2306513786315918,0.06467962265014648,0.043906211853027344,11.68904713789622,0.40909552574157715,4.488219420115153,1.0418238639831543,0.05967994530995687,0.0010004043579101562,30.779316425323486,616.5070300102234
0.31988024711608887,0.03212857246398926,0.03931903839111328,11.704606691996256,0.4220883846282959,4.434028704961141,1.0542466640472412,0.0613484779993693,0.0,30.568445682525635,616.5070300102234
0.40433192253112793,0.03341078758239746,0.03516793251037598,12.16128977139791,0.41309690475463867,4.4444505373636884,1.053234338760376,0.10619254906972249,0.0009999275207519531,30.654556035995483,616.5070300102234
0.2788670063018799,0.024303436279296875,0.03618216514587402,11.239557266235352,0.4150981903076172,5.492465893427531,1.0544025897979736,0.05751415093739828,0.0,30.411898851394653,616.5070300102234
0.12618112564086914,0.021864652633666992,0.03402304649353027,11.240230321884155,0.412097692489624,4.769186774889628,1.0377509593963623,0.11852808793385823,0.0,30.317793130874634,616.5070300102234
0.39213013648986816,0.040009260177612305,0.03317618370056152,11.800167401631674,0.42009997367858887,4.4905128081639605,1.060248851776123,0.05951241652170817,0.0,31.030606269836426,616.5070300102234
0.24577093124389648,0.02672410011291504,0.03401350975036621,12.412709355354309,0.4100966453552246,4.865155378977458,1.0392436981201172,0.06418176492055257,0.0,31.4397554397583,616.5070300102234
0.2550687789916992,0.04394793510437012,0.0345306396484375,12.170041163762411,0.4120969772338867,4.514016191164653,1.0372438430786133,0.14431655406951904,0.0010001659393310547,30.78577470779419,616.5070300102234
0.5994963645935059,0.01818251609802246,0.03797745704650879,11.340322931607565,0.41109681129455566,4.613855163256328,1.0582389831542969,0.1827091375986735,0.0010001659393310547,30.833127737045288,616.5070300102234
0.4616122245788574,0.04521822929382324,0.04300069808959961,10.99706256389618,0.41309666633605957,5.808693170547485,1.0542469024658203,0.08272107442220052,0.0,30.63821506500244,616.5070300102234
0.33303380012512207,0.03200817108154297,0.04706072807312012,12.248225569725037,0.4240899085998535,4.472564895947774,1.0402328968048096,0.05868025620778402,0.0,30.93225336074829,616.5070300102234
0.3563070297241211,0.01921701431274414,0.03215789794921875,11.469898780186972,0.4150974750518799,5.734562039375305,1.057227611541748,0.0615163246790568,0.0,30.915324211120605,616.5070300102234
