pow_num_transmissions,route_generation_num_transmissions,noise_calc_num_transmissions,other_num_transmissions
27,47,72,12
27,47,72,12
27,47,72,12
27,47,72,12
27,47,72,12
27,47,72,12
27,47,72,12
27,47,72,12
27,47,72,12
27,47,72,12
27,47,72,12
27,47,72,12
27,47,72,12
27,47,72,12
27,47,72,12
27,47,72,12
27,47,72,12
27,47,72,12
27,47,72,12
27,47,72,12
