pow_num_transmissions,route_generation_num_transmissions,noise_calc_num_transmissions,other_num_transmissions
47,79,100,20
47,79,100,20
47,79,100,20
47,79,100,20
47,79,100,20
47,79,100,20
47,79,100,20
47,79,100,20
47,79,100,20
47,79,100,20
47,79,100,20
47,79,100,20
47,79,100,20
47,79,100,20
47,79,100,20
47,79,100,20
47,79,100,20
47,79,100,20
47,79,100,20
47,79,100,20
