pow_num_transmissions,route_generation_num_transmissions,noise_calc_num_transmissions,other_num_transmissions
57,101,288,24
57,101,288,24
57,101,288,24
57,101,288,24
57,101,288,24
57,101,288,24
57,101,288,24
57,101,288,24
57,101,288,24
57,101,288,24
57,101,288,24
57,101,288,24
57,101,288,24
57,101,288,24
57,101,288,24
57,101,288,24
57,101,288,24
57,101,288,24
57,101,288,24
57,101,288,24
