pow_num_transmissions,route_generation_num_transmissions,noise_calc_num_transmissions,other_num_transmissions
22,38,50,10
22,38,50,10
22,38,50,10
22,38,50,10
22,38,50,10
22,38,50,10
22,38,50,10
22,38,50,10
22,38,50,10
22,38,50,10
22,38,50,10
22,38,50,10
22,38,50,10
22,38,50,10
22,38,50,10
22,38,50,10
22,38,50,10
22,38,50,10
22,38,50,10
22,38,50,10
