acc_score,loss_score
67.62903203789399,1.4379248136188827
83.23027150988985,0.4436467312312498
87.10020885376142,0.2717337866754833
88.7724040023479,0.19372523211698178
89.66378639583931,0.1449084968133712
90.33402951253805,0.10786101449412222
91.32369602904842,0.0846702157713834
91.4383608392372,0.06773652917196724
91.83422744584135,0.06407409401447076
92.14273038753976,0.04504428150398079
92.5672631966911,0.04026443993099704
92.74062546923844,0.03432577450842958
92.99862129216321,0.030789326241856103
93.0559536972576,0.0246745335904539
93.18836425188037,0.025671995126770274
93.33306032188051,0.017823309773178347
93.53099362518257,0.015317995535671152
93.63337291999399,0.012609770839897134
93.64838854989966,0.01017933630854696
93.67432463791856,0.009322123374120245
