acc_score,loss_score
96.09833333333333,0.2398816718585492
98.29166666666667,0.05740477150680351
98.67166666666667,0.0324338737260401
98.90166666666667,0.02221871491812657
99.115,0.017249134419385727
99.19166666666666,0.014006695834543503
99.25833333333334,0.011869552506702699
99.34166666666667,0.010714915820002646
99.385,0.008987870629536224
99.42333333333333,0.008307432232480207
99.485,0.007199970831577198
99.52333333333333,0.0067202235882088315
99.56,0.005899788552352835
99.59666666666666,0.005577513887541057
99.62333333333333,0.004743759993106186
99.65833333333333,0.0046644443712760345
99.68,0.0038067588935031976
99.69666666666667,0.0033263255447561328
99.70333333333333,0.0030780184481711986
99.725,0.0030870761151559306
