acc_score,loss_score
96.37166666666667,0.2376992247431157
98.22833333333334,0.05536911752414475
98.67666666666666,0.02995727210948479
98.93,0.02132136337299883
99.06166666666667,0.015859747575407285
99.18833333333333,0.013655956628231367
99.27166666666666,0.011605608330992803
99.325,0.00961161839792227
99.385,0.008591809880570372
99.42,0.007839270336432985
99.48,0.006916556916213075
99.505,0.006499016135766288
99.51833333333333,0.005996168638084576
99.55833333333334,0.0050543696325070515
99.575,0.004804050086947452
99.61166666666666,0.004143175179669931
99.63666666666667,0.004146032248492986
99.65666666666667,0.0033576387030789974
99.69166666666666,0.003182971577382062
99.70666666666666,0.0033456261244115284
