noise_calc_num_transmissions,other_num_transmissions
190,20
190,20
190,20
190,20
190,20
190,20
190,20
190,20
190,20
190,20
190,20
190,20
190,20
190,20
190,20
190,20
190,20
190,20
190,20
190,20
