acc_score,loss_score
41.816,1.3833710730661348
59.776,0.9621817599085141
70.452,0.6917850005110925
75.394,0.5136503145558524
78.396,0.39246791347572635
81.814,0.31526931714467116
84.078,0.25873936130182207
86.234,0.22551647418099374
87.956,0.19174289440684836
89.072,0.16689540708455528
90.29,0.15070827534447298
90.892,0.1401647825450441
91.448,0.12399570414543289
92.346,0.11081009092580542
92.62,0.10001115920009451
93.338,0.09382232814668438
93.522,0.0908123071763965
93.676,0.07274021586305485
93.99,0.07470945221532549
94.302,0.07088057020519299
